iter	Logloss
153	0.2453783826
154	0.2448141358
155	0.2439160095
156	0.2431648573
157	0.2425562242
158	0.2418400779
159	0.2413440295
160	0.2407551453
161	0.2400825844
162	0.2395382938
163	0.238826226
164	0.2379352592
165	0.2373967239
166	0.2367332887
167	0.2360630173
168	0.2355469618
169	0.2351576241
170	0.2347294359
171	0.2342488989
172	0.2336117933
173	0.2330251202
174	0.2324253064
175	0.2319169061
176	0.231478149
177	0.2308729917
178	0.2304106467
179	0.2300999462
180	0.2295608127
181	0.2289220196
182	0.2285029924
183	0.2279067666
184	0.2275648735
185	0.2271690217
186	0.2267065713
187	0.2259719201
188	0.2254193617
189	0.2249634407
190	0.2244275055
191	0.2238444954
192	0.2232979274
193	0.2226411544
194	0.222029747
195	0.2213941899
196	0.22101604
197	0.2207524366
198	0.220264654
199	0.2202344604
200	0.2197328851
201	0.219267154
202	0.2186566114
203	0.2183533435
204	0.2178825132
205	0.2175519361
206	0.2170370516
207	0.2164265798
208	0.215883073
209	0.2155409278
210	0.2150786023
211	0.2145919736
212	0.2140626738
213	0.2136400696
214	0.2131356602
215	0.2126394899
216	0.2123065027
217	0.2119389148
218	0.2114901521
219	0.211235273
220	0.2105731232
221	0.2100365281
222	0.2095749274
223	0.2092395226
224	0.208685785
225	0.2083163146
226	0.2079980788
227	0.2076399196
228	0.2073410766
229	0.206666412
230	0.2062497845
231	0.2058970004
232	0.2055078353
233	0.2050806245
234	0.2047091561
235	0.2042285497
236	0.2038714725
237	0.2035459845
238	0.2030129903
239	0.2026964088
240	0.2023421987
241	0.2016542597
242	0.2013312066
243	0.2008902416
244	0.2005892052
245	0.20031512
246	0.1998726797
247	0.1995546495
248	0.1991994264
249	0.1988563094
250	0.1984285983
251	0.198024022
252	0.1975805969
253	0.1971702924
254	0.1967654073
255	0.196466063
256	0.1961844236
257	0.1957846193
258	0.1953817517
259	0.1949363552
260	0.1947339847
261	0.1944517893
262	0.1939739324
263	0.1935884895
264	0.1932498749
265	0.1928841725
266	0.1924799267
267	0.1920726955
268	0.191752715
269	0.1913545821
270	0.1910136862
271	0.1906565429
272	0.1903473047
273	0.1901057635
274	0.1898128986
275	0.1894380282
276	0.1891934382
277	0.1888334411
278	0.1886187773
279	0.1882850233
280	0.1879791323
281	0.1877693818
282	0.1874294346
283	0.1871716589
284	0.1868423045
285	0.1865749596
286	0.186305136
287	0.1860483062
288	0.1857764355
289	0.1854497081
290	0.1852711776
291	0.1849382511
292	0.1846446164
293	0.1842310673
294	0.1839999304
295	0.1837931365
296	0.1835687469
297	0.1833776482
298	0.1830673358
299	0.1828790718
300	0.1824886543
301	0.1821450265
302	0.1818288108
303	0.1816270731
304	0.1814747896
305	0.1811999503
306	0.1809683102
307	0.1807607429
308	0.180498163
309	0.1802544859
310	0.1800137175
311	0.179739955
312	0.1794566516
313	0.1791768602
314	0.178837617
315	0.1785357075
316	0.1782238373
317	0.1779900244
318	0.1776874643
319	0.1774391813
320	0.1771901131
321	0.1769261403
322	0.1766920923
323	0.1764521748
324	0.1762125655
325	0.1758976803
326	0.1757857377
327	0.1755967015
328	0.1753564935
329	0.1750989089
330	0.1748948148
331	0.1746663629
332	0.1744251955
333	0.1740868915
334	0.1738803437
335	0.1735933962
336	0.1733726797
337	0.1731158108
338	0.1728919554
339	0.1727027903
340	0.1724811031
341	0.1722069771
342	0.1719219874
343	0.1717256592
344	0.171517054
345	0.1712797708
346	0.1709146928
347	0.1707406806
348	0.1704527126
349	0.1702407726
350	0.1700556756
351	0.1698749115
352	0.1696476756
353	0.1694782517
354	0.1691267472
355	0.1688716193
356	0.1686060437
357	0.1684091023
358	0.1682473579
359	0.1680123385
360	0.1677427842
361	0.1674613787
362	0.1672891095
363	0.1669084378
364	0.1667002467
365	0.1664889275
366	0.1663053727
367	0.1661257817
368	0.1659259468
369	0.1657329645
370	0.1655155952
371	0.1653325859
372	0.1651662641
373	0.16498494
374	0.1648812008
375	0.1647090712
376	0.1644776021
377	0.1642786243
378	0.1640581756
379	0.1638600173
380	0.1636303227
381	0.1633972668
382	0.1632563394
383	0.1631199164
384	0.1629009267
385	0.1627351766
386	0.1624955254
387	0.1623687211
388	0.1620354677
389	0.1618961077
390	0.1617401552
391	0.1615760703
392	0.1613391885
393	0.1611734764
394	0.1609741214
395	0.1607871701
396	0.160552639
397	0.1602704907
398	0.159994121
399	0.15975679
400	0.1595782908
401	0.1593494808
402	0.1591665896
403	0.1589578784
404	0.1588048012
405	0.1586794174
406	0.1584883408
407	0.1583111063
408	0.1581470702
409	0.1580127975
410	0.1578830947
411	0.157697668
412	0.1575024403
413	0.1572694446
414	0.157073306
415	0.1568845676
416	0.156693369
417	0.1564871933
418	0.1562334858
419	0.1560758609
420	0.1558877578
421	0.1557566747
422	0.1555903227
423	0.1554562994
424	0.15530979
425	0.155109981
426	0.1549120598
427	0.154673063
428	0.1545280229
429	0.1543008529
430	0.1541224843
431	0.1539323141
432	0.1537716211
433	0.1536174208
434	0.1534405109
435	0.1533032705
436	0.153202771
437	0.153029599
438	0.1528860859
439	0.1527451469
440	0.1524862846
441	0.152304011
442	0.152138569
443	0.1520182558
444	0.151884748
445	0.151693354
446	0.1515417324
447	0.1514271479
448	0.1512453533
449	0.151000589
450	0.1508398319
451	0.1507162472
452	0.1505740882
453	0.1503959789
454	0.1502012067
455	0.1500644321
456	0.149873873
457	0.1497300953
458	0.1494604768
459	0.1493551705
460	0.1491649656
461	0.1490616358
462	0.1488132077
463	0.1486376274
464	0.1484429788
465	0.1482342371
466	0.148135459
467	0.1480145662
468	0.1478543916
469	0.1476518709
470	0.1475131577
471	0.147389562
472	0.1472325372
473	0.1470898982
474	0.146902222
475	0.1467002522
476	0.1465646746
477	0.1465238536
478	0.1463809541
479	0.1462663891
480	0.1460848999
481	0.1459375025
482	0.1457804716
483	0.1456268834
484	0.145452997
485	0.1452948016
486	0.1451044363
487	0.1449822407
488	0.1448213567
489	0.144696413
490	0.1445884065
491	0.1444187675
492	0.1442643932
493	0.1441336866
494	0.1440161172
495	0.1438903021
496	0.1436742893
497	0.1435981611
498	0.1434200467
499	0.1433403083
500	0.1432016766
501	0.1430729497
502	0.1428797495
503	0.1428042553
504	0.1426559686
505	0.1425074635
506	0.1423871647
507	0.1422386724
508	0.1420820927
509	0.1419119331
510	0.1417930006
511	0.1416769893
512	0.1415784577
513	0.1414568716
514	0.1413380088
515	0.1412116707
516	0.1411019039
517	0.1410228688
518	0.1408433635
519	0.1407175517
520	0.1406024204
521	0.1404930907
522	0.1403426678
523	0.1402209892
524	0.1400781718
525	0.1399192713
526	0.1398077258
527	0.1396891653
528	0.1396286665
529	0.1395067127
530	0.1393988423
531	0.1392810146
532	0.1391486593
533	0.1389820843
534	0.1387979661
535	0.1386879846
536	0.1385628123
537	0.1384733963
538	0.1383623172
539	0.1381807273
540	0.1379401574
541	0.1378611174
542	0.137757934
543	0.137634871
544	0.1374425998
545	0.137240185
546	0.1370993223
547	0.1369870127
548	0.1368531359
549	0.136775265
550	0.1366036055
551	0.1365263258
552	0.1363354122
553	0.1362429687
554	0.1361412236
555	0.1359618566
556	0.1358763418
557	0.1357441289
558	0.1356680661
559	0.1355683745
560	0.1354168045
561	0.1353012334
562	0.1351914527
563	0.1350657213
564	0.1349122962
565	0.1347987225
566	0.1347180528
567	0.134590988
568	0.1344264908
569	0.1343372804
570	0.134141323
571	0.1340346899
572	0.1339432966
573	0.1338107975
574	0.1337202878
575	0.1335421858
576	0.1334477877
577	0.1333118591
578	0.1331568744
579	0.1330234912
580	0.132923869
581	0.1328240209
582	0.1327467897
583	0.1326423675
584	0.1324434392
585	0.1323162896
586	0.1322317651
587	0.1321204395
588	0.1320349816
589	0.131936224
590	0.1317726404
591	0.131608872
592	0.131484275
593	0.1313698695
594	0.1312864995
595	0.1311817717
596	0.1310958875
597	0.1308928571
598	0.1307593111
599	0.1306284616
600	0.130508151
601	0.1304355348
602	0.1303448885
603	0.1302731645
604	0.1302112542
605	0.1301022645
606	0.1299124623
607	0.1297486264
608	0.1296740962
609	0.1295592448
610	0.1295121009
611	0.1293318482
612	0.1292439195
613	0.1291477518
614	0.1290669559
615	0.128916346
616	0.1287957477
617	0.1286520579
618	0.1285296268
619	0.1283959078
620	0.128271752
621	0.128143589
622	0.1280581774
623	0.1279569428
624	0.1277623797
625	0.1276721437
626	0.1275728125
627	0.1274603439
628	0.127369162
629	0.127276016
630	0.1271855321
631	0.1270754786
632	0.1269838397
633	0.1269059246
634	0.1267932431
635	0.1266988019
636	0.1265655304
637	0.1264595491
638	0.1263870181
639	0.1262884771
640	0.1261346309
641	0.1259961904
642	0.1258870806
643	0.1258083578
644	0.1256919981
645	0.1255714227
646	0.1254244257
647	0.1253254875
648	0.1251770526
649	0.1250678035
650	0.1249423126
651	0.1248012519
652	0.1247090127
653	0.1245991253
654	0.1244775709
655	0.1243709857
656	0.1242421078
657	0.1241211563
658	0.1240572179
659	0.12391926
660	0.1238161608
661	0.1237498421
662	0.1236020584
663	0.1234924909
664	0.1233991035
665	0.1232926192
666	0.1231807201
667	0.1230528221
668	0.1229747765
669	0.122871325
670	0.1227868882
671	0.1227011155
672	0.1225575201
673	0.1224554591
674	0.1223775483
675	0.1222938307
676	0.1222122395
677	0.122058521
678	0.1219701765
679	0.121856945
680	0.1216881116
681	0.1215969296
682	0.1214635179
683	0.1213747181
684	0.1212591601
685	0.1211925223
686	0.1210833479
687	0.1210117502
688	0.1209093346
689	0.1208277783
690	0.1207169503
691	0.1206407632
692	0.1205352589
693	0.1204464004
694	0.1203649601
695	0.1202181547
696	0.1201408456
697	0.1199932066
698	0.1198804895
699	0.1197565913
700	0.1196364327
701	0.1195720794
702	0.1194651038
703	0.1193932109
704	0.1193069739
705	0.1192143256
706	0.1191530709
707	0.1190654318
708	0.1189840382
709	0.11891713
710	0.118782417
711	0.118681987
712	0.1185947637
713	0.1185191735
714	0.1184315728
715	0.1183535787
716	0.118271199
717	0.1181934841
718	0.1180553864
719	0.117957615
720	0.1178382659
721	0.1177683781
722	0.1176639875
723	0.1175928493
724	0.1175175142
725	0.1174568991
726	0.1173065825
727	0.117227974
728	0.1171691972
729	0.1170949935
730	0.1169865643
731	0.1168941602
732	0.1168022734
733	0.1167073519
734	0.1165739891
735	0.1164876106
736	0.116384684
737	0.1162697693
738	0.1162120882
739	0.1161040433
740	0.1160294854
741	0.1159449765
742	0.1158660221
743	0.1157527021
744	0.115706013
745	0.1156378137
746	0.115542209
747	0.1154843035
748	0.1153944437
749	0.1152944122
750	0.1151679008
751	0.1151026655
752	0.1150292594
753	0.1149494246
754	0.1148281607
755	0.1147513397
756	0.1146695618
757	0.1145648419
758	0.1144663172
759	0.1143925536
760	0.1143105198
761	0.1142517387
762	0.1141293278
763	0.1140339704
764	0.1139380637
765	0.1138577001
766	0.1137848917
767	0.1136824621
768	0.1135941938
769	0.113493649
770	0.1133556762
771	0.1133138153
772	0.1132374882
773	0.1131484974
774	0.1130667854
775	0.1130084439
776	0.1129377619
777	0.112854147
778	0.1128081845
779	0.1127154511
780	0.1126251065
781	0.112507796
782	0.1124373824
783	0.1123369779
784	0.1122169783
785	0.1121306678
786	0.1119997661
787	0.1119161067
788	0.1118642279
789	0.1117874259
790	0.1116993823
791	0.1116439512
792	0.1115790222
793	0.1114766723
794	0.1114050017
795	0.1113241699
796	0.1112502398
797	0.1111620605
798	0.1110954807
799	0.1110082972
800	0.1109258051
801	0.1107892093
802	0.1107445284
803	0.1106645521
804	0.1105970196
805	0.1105085498
806	0.1104452854
807	0.1104007665
808	0.1103274818
809	0.1102789196
810	0.1101981891
811	0.1101147687
812	0.1100230364
813	0.1099193051
814	0.1098468326
815	0.1097687609
816	0.1097013972
817	0.1096503733
818	0.109540083
819	0.1094362979
820	0.1093675043
821	0.1092594797
822	0.1091883321
823	0.1091326103
824	0.1090480973
825	0.1089445509
826	0.1088510278
827	0.1087444802
828	0.1086530939
829	0.1085626103
830	0.1084630986
831	0.1083594595
832	0.1083109127
833	0.1081887006
834	0.1081277186
835	0.1080344122
836	0.1079625031
837	0.1079150147
838	0.1078277431
839	0.1077574739
840	0.1077072307
841	0.1076067762
842	0.1075437268
843	0.1074771979
844	0.1073915974
845	0.1073328355
846	0.1072335081
847	0.107160104
848	0.1070928505
849	0.1070325238
850	0.1069730777
851	0.1069221593
852	0.1068542765
853	0.1067765723
854	0.1066747409
855	0.1065814753
856	0.1064840616
857	0.1064258836
858	0.1063266329
859	0.1062787844
860	0.1062073917
861	0.1061400914
862	0.1060795465
863	0.1059966039
864	0.1059138458
865	0.1058525753
866	0.1058066367
867	0.1057114864
868	0.1056676389
869	0.1056115453
870	0.105555113
871	0.1055050868
872	0.1054561737
873	0.1053935264
874	0.1053324623
875	0.1052874986
876	0.1052358373
877	0.1051781808
878	0.1050982021
879	0.1050304073
880	0.1049376052
881	0.1048990161
882	0.1048436965
883	0.1047625422
884	0.1047151511
885	0.1046377677
886	0.1045463458
887	0.1044810445
888	0.1043907248
889	0.1043389053
890	0.1042506564
891	0.1041740979
892	0.1041077571
893	0.1040209592
894	0.1039268786
895	0.1038342079
896	0.1037700671
897	0.1037087077
898	0.1036712602
899	0.1036116169
900	0.1035488837
901	0.1035030269
902	0.1034062668
903	0.1033365075
904	0.1032884709
905	0.1032199165
906	0.1031569833
907	0.1030729339
908	0.1030016728
909	0.1029186574
910	0.1028740487
911	0.1027930204
912	0.1027421375
913	0.1026737886
914	0.102606614
915	0.1025483671
916	0.1024798913
917	0.1024073364
918	0.1023398602
919	0.1022752285
920	0.1022267976
921	0.1021565634
922	0.1020753218
923	0.1020229007
924	0.1019486036
925	0.1018405299
926	0.101797251
927	0.1017314107
928	0.1016669182
929	0.1016237024
930	0.1015813605
931	0.1015217149
932	0.1014555125
933	0.1013741446
934	0.1013227287
935	0.1012330794
936	0.1011870257
937	0.1011316442
938	0.1010885475
939	0.101010308
940	0.1009649085
941	0.1008621088
942	0.1008210371
943	0.1007767313
944	0.1006985568
945	0.1006241119
946	0.100546735
947	0.1004847453
948	0.1004272475
949	0.1003486263
950	0.1002755641
951	0.1002037069
952	0.1001278375
953	0.1000847899
954	0.1000105406
955	0.09991154461
956	0.09981513757
957	0.0997549765
958	0.09970849369
959	0.09965244348
960	0.0995864768
961	0.09951385609
962	0.09946465544
963	0.09941813137
964	0.09936007076
965	0.09928897978
966	0.09919570209
967	0.09914308485
968	0.09906887608
969	0.09900528264
970	0.09895124299
971	0.09886745296
972	0.09878516324
973	0.09871613748
974	0.09865525086
975	0.09859762674
976	0.09853842481
977	0.09848218501
978	0.09844195605
979	0.09837929101
980	0.09831187953
981	0.09827251157
982	0.0982334718
983	0.09817789285
984	0.09812679159
985	0.09807640501
986	0.09800272336
987	0.09793029475
988	0.09789219595
989	0.09786441178
990	0.09777857811
991	0.09770336912
992	0.09766601256
993	0.09759917247
994	0.09752788577
995	0.09745152766
996	0.09739660087
997	0.09732716092
998	0.09726255723
999	0.09722491636
