,Canonical,Molecule ChEMBL ID,pChEMBL Value,pChEMBL Value.1,logp,mw,tpsa,n_hba,n_hbd,ro5,pfizer_rule_passed,gsk_rule_passed,goldentriangle_rule_passed,qed,sascore,sascore.1,mce18,npscore,qed_passed,sascore_passed,fsp3_passed,mce18_passed,pains_Disposed,pains_MatchedAtoms,pains_MatchedNames,alarmnmr_Disposed,alarmnmr_MatchedAtoms,alarmnmr_MatchedNames,bms_Disposed,bms_MatchedAtoms,bms_MatchedNames,chelator_Disposed,chelator_MatchedAtoms,chelator_MatchedNames
92539,N#CC1CC2(CCN1C(=O)c1ccccc1)OCCO2,CHEMBL1992989,,,1.55788,272.116092372,62.56,4,0,5,True,True,True,0.7779738047448336,3.4456723351081395,0.4666666666666667,74.18181818181819,-0.6958242525731999,True,True,True,True,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
92550,NC1=NN(c2ccccc2)C(=O)C1C(=O)CCC(=O)Nc1cccc(C(F)(F)F)c1,CHEMBL1969110,,,2.928400000000001,418.1252750640001,104.86,5,2,5,True,False,True,0.7039940221665236,2.962866630997679,0.2,64.75,-1.3497149740428105,True,True,False,True,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
92590,COC(=O)CCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1c[nH]c4ccccc14)[C@@H]23,CHEMBL4165243,4.56,4.56,4.186000000000004,409.27292736,48.57,4,1,5,False,False,True,0.7271824209154113,3.7793218359447063,0.64,88.41463414634147,0.5335076617340991,True,True,True,True,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
92645,Cn1cc(CNc2ccc3n(c2=O)C[C@@H]2C[C@H]3CN3CCCCC23)c(=O)n(C)c1=O,CHEMBL5088270,,,0.829400000000001,411.227039788,81.27000000000001,8,1,5,True,False,True,0.8092469650199858,4.518278291971554,0.5909090909090909,100.0,-0.4109675872528233,True,True,True,True,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
92650,O[C@H]1[C@H]2c3cc4c(cc3CN3CCC(=C[C@@H]1O)[C@H]23)OCO4,CHEMBL400092,5.7,5.7,0.7485999999999997,287.115758024,62.16000000000001,5,2,5,True,True,True,0.6895099729200832,4.16513474875619,0.5,91.66666666666666,2.291874024703044,True,True,True,True,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
92676,CO[C@@H]1CC=C2NN(c3cc(Cl)cc(Cl)c3)C(=O)CC[C@]2(c2ccccc2)O1,CHEMBL1254397,5.21,5.21,4.797000000000003,418.0850978599999,50.8,4,1,5,False,False,True,0.7770380315265323,3.8182963973514266,0.2857142857142857,77.51851851851852,0.1054388105659178,True,True,False,True,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
92685,COc1cc([C@@H]2C[C@]2(CO)C(=O)Nc2ccccc2Cl)cc(OC)c1OC,CHEMBL2316950,,,3.470500000000002,391.118650484,77.02000000000001,5,2,5,True,True,True,0.7552961928223839,3.2300778529883223,0.35,64.44444444444444,-0.026041285852574,True,True,False,True,Accepted,['-'],['-'],Rejected,"[((1, 2, 3, 4, 20, 21, 24), (22, 21, 20, 4, 3, 2, 24), (25, 24, 21, 20, 4, 3, 2))]",['c1ccccc1O'],Accepted,['-'],['-'],Accepted,['-'],['-']
92740,C#Cc1cccc(Nc2ncnc3cc(OC(C)C)c4c(c23)OCCO4)c1,CHEMBL3805509,5.22,5.22,3.9131000000000022,361.142641468,65.50000000000001,6,1,5,False,True,True,0.710895503711005,2.855141938169382,0.238095238095238,45.230769230769226,-1.126144300264189,True,True,False,True,Accepted,['-'],['-'],Rejected,"[((15, 14, 13, 12, 11, 21, 20, 19), (22, 20, 21, 12, 11, 13, 14, 19)), ((15, 14, 13, 12, 11, 10, 9, 8, 21, 20, 19), (25, 19, 20, 21, 8, 9, 10, 11, 12, 13, 14)), ((25, 19, 14, 13, 12, 11, 21, 20),), ((7, 6, 5, 4, 3, 2, 26),)]","['[OH]c1cc(N)ccc1_0', 'Oc1cc2ccccc2cc1', '[OH]c1ccc(N)cc1_1', 'c1ccccc1N']",Accepted,['-'],['-'],Accepted,['-'],['-']
92834,CC(C)[C@H]1CC[C@]2(C)C[C@]3(O)C(=CC(=O)[C@H]3C)[C@@H](C)CC[C@@H]12,CHEMBL1774428,,,4.371200000000004,304.240230264,37.3,2,1,5,False,False,True,0.780713199244735,4.690156888471164,0.85,57.08108108108108,2.8276811247020324,True,True,True,True,Accepted,['-'],['-'],Rejected,"[((11, 12, 13, 14, 15),)]",['C=CC(=O)C'],Accepted,['-'],['-'],Accepted,['-'],['-']
92836,CC(C)=CCC[C@H](C)c1ccc(C)c2c1OCN(CC1CCNCC1)C2,CHEMBL3347392,,,4.996420000000004,356.282763772,24.5,3,1,5,False,False,True,0.7262918927942448,3.476014888865348,0.6521739130434783,57.26315789473684,0.47286321328645,True,True,True,True,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
