F1_record,AP_record
0.813953488372093,0.8305682241135858
0.9599999999999999,0.9979916897506924
0.8974358974358975,0.8838568391711352
0.88,0.9725858426001347
0.88,0.9365023426679816
0.860759493670886,0.940464754461647
0.9142857142857143,0.9558740116545231
0.9090909090909091,0.9597018594020689
0.9135802469135802,0.9587129957757242
0.9230769230769231,0.9652131947135274
0.8947368421052632,0.9354640951828845
0.8809523809523809,0.9630348552299839
0.9473684210526315,0.971834934277145
0.8888888888888888,0.9572222260505209
0.8918918918918918,0.9125056352259675
0.8648648648648649,0.9381038153654137
0.9066666666666667,0.967651676915959
0.8717948717948718,0.949921303198899
0.875,0.8425698124912844
0.8918918918918919,0.9473380317778218
0.8461538461538461,0.8793682065435585
0.9473684210526315,0.9711673806609545
0.918918918918919,0.9530095266503894
0.8717948717948718,0.904764661544665
0.8831168831168831,0.9513528376271443
0.9473684210526315,0.9861664426305327
0.8947368421052632,0.9559481730463169
0.8219178082191781,0.8837373963894493
0.9367088607594937,0.9729737632878213
0.8354430379746836,0.8647979066678033
