,Logistic,KNN,SVM,RF,ExT,Ada,Grad,XGB,CatB,MLP
0,0.6071428571428571,0.68,0.6666666666666666,0.5517241379310345,0.5423728813559322,0.6181818181818182,0.6037735849056604,0.5614035087719299,0.6181818181818182,0.5862068965517241
1,0.6037735849056604,0.7407407407407407,0.7037037037037037,0.6538461538461539,0.6153846153846153,0.7142857142857143,0.6153846153846153,0.6153846153846153,0.6399999999999999,0.5416666666666666
2,0.7659574468085106,0.8085106382978724,0.8571428571428572,0.823529411764706,0.8461538461538461,0.782608695652174,0.8163265306122449,0.823529411764706,0.8163265306122449,0.823529411764706
3,0.6545454545454545,0.6296296296296297,0.6909090909090909,0.6296296296296297,0.6785714285714286,0.7407407407407407,0.6666666666666667,0.6666666666666667,0.6792452830188679,0.6666666666666667
4,0.6666666666666667,0.6530612244897959,0.6538461538461539,0.576923076923077,0.576923076923077,0.6153846153846153,0.576923076923077,0.576923076923077,0.6153846153846153,0.5714285714285714
5,0.7666666666666667,0.7999999999999999,0.8518518518518519,0.7666666666666667,0.7457627118644067,0.7999999999999999,0.7999999999999999,0.7868852459016393,0.8275862068965517,0.7666666666666667
6,0.6382978723404256,0.6666666666666666,0.6938775510204083,0.6530612244897959,0.6037735849056604,0.75,0.6086956521739131,0.576923076923077,0.6938775510204083,0.68
7,0.6779661016949152,0.6785714285714286,0.7,0.6451612903225806,0.6229508196721312,0.73015873015873,0.6440677966101694,0.6774193548387097,0.6451612903225806,0.6101694915254238
8,0.6333333333333334,0.8148148148148148,0.7719298245614034,0.6779661016949152,0.6779661016949152,0.7017543859649122,0.6885245901639345,0.689655172413793,0.7,0.6551724137931035
9,0.75,0.7307692307692308,0.7999999999999999,0.689655172413793,0.7272727272727273,0.6530612244897959,0.75,0.6909090909090909,0.7142857142857143,0.7307692307692308
10,0.627450980392157,0.6808510638297872,0.7083333333333334,0.5714285714285714,0.5714285714285714,0.6,0.553191489361702,0.5,0.5833333333333334,0.576923076923077
11,0.7037037037037037,0.830188679245283,0.8148148148148148,0.75,0.75,0.7272727272727273,0.75,0.7931034482758621,0.75,0.7037037037037037
12,0.6792452830188679,0.7924528301886792,0.75,0.6666666666666666,0.6415094339622641,0.7272727272727273,0.7142857142857143,0.6792452830188679,0.6909090909090909,0.6785714285714286
13,0.6792452830188679,0.6792452830188679,0.7272727272727273,0.6666666666666666,0.6666666666666667,0.7169811320754716,0.6785714285714286,0.6909090909090909,0.7017543859649122,0.7017543859649122
14,0.7058823529411765,0.7692307692307692,0.7547169811320754,0.6923076923076923,0.6938775510204083,0.6938775510204083,0.6538461538461539,0.6792452830188679,0.6792452830188679,0.6792452830188679
15,0.6557377049180328,0.6296296296296297,0.689655172413793,0.6666666666666666,0.6885245901639345,0.65625,0.7000000000000001,0.6774193548387097,0.6779661016949152,0.6774193548387097
16,0.5882352941176471,0.5333333333333333,0.6382978723404256,0.6153846153846153,0.627450980392157,0.6530612244897959,0.6250000000000001,0.6153846153846153,0.6399999999999999,0.6530612244897959
17,0.6296296296296297,0.7169811320754718,0.736842105263158,0.7037037037037038,0.6153846153846153,0.7547169811320756,0.7241379310344827,0.5882352941176471,0.6909090909090909,0.6037735849056605
18,0.6785714285714286,0.7547169811320756,0.7169811320754718,0.6885245901639345,0.6551724137931035,0.6923076923076924,0.7169811320754718,0.6428571428571429,0.736842105263158,0.6545454545454545
19,0.7540983606557378,0.7924528301886792,0.7999999999999999,0.7368421052631577,0.711864406779661,0.7812500000000001,0.7540983606557378,0.7213114754098361,0.7457627118644067,0.7213114754098361
20,0.6511627906976744,0.6250000000000001,0.5909090909090909,0.5909090909090909,0.6222222222222222,0.6046511627906976,0.6222222222222222,0.5652173913043478,0.6046511627906976,0.6222222222222222
21,0.6428571428571429,0.7755102040816326,0.7777777777777778,0.6538461538461539,0.6792452830188679,0.7777777777777778,0.7272727272727273,0.6923076923076923,0.7272727272727273,0.5925925925925926
22,0.7333333333333333,0.7924528301886792,0.7719298245614035,0.7333333333333333,0.7586206896551724,0.7368421052631577,0.7857142857142857,0.689655172413793,0.7586206896551724,0.7213114754098361
23,0.6181818181818182,0.7169811320754716,0.6909090909090909,0.6296296296296297,0.5882352941176471,0.689655172413793,0.6181818181818182,0.6296296296296297,0.6545454545454545,0.6
24,0.6545454545454545,0.7058823529411765,0.7924528301886792,0.6666666666666666,0.6538461538461539,0.7407407407407407,0.6666666666666666,0.6666666666666667,0.7037037037037037,0.6551724137931035
25,0.5882352941176471,0.68,0.6666666666666667,0.6296296296296297,0.576923076923077,0.7017543859649122,0.689655172413793,0.5882352941176471,0.6153846153846153,0.5882352941176471
26,0.7586206896551724,0.7719298245614035,0.7868852459016393,0.7796610169491525,0.7333333333333333,0.7368421052631577,0.7666666666666667,0.6909090909090909,0.7796610169491525,0.711864406779661
27,0.7037037037037038,0.7692307692307692,0.7924528301886793,0.7777777777777779,0.7407407407407408,0.7169811320754718,0.6923076923076924,0.7037037037037038,0.7407407407407408,0.7272727272727273
28,0.6666666666666666,0.6938775510204083,0.7307692307692307,0.6415094339622641,0.6296296296296297,0.7037037037037038,0.6296296296296297,0.6415094339622641,0.6792452830188679,0.6545454545454545
29,0.627450980392157,0.5964912280701755,0.6333333333333334,0.6428571428571429,0.6101694915254238,0.6333333333333334,0.6206896551724138,0.5862068965517241,0.6206896551724138,0.6122448979591836
